2095,state5,,,,,,,,,,
2095,event5,MRNA synthesizes proteins.,,,,,,,,,
2095,state6,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2096,SID,PARTICIPANTS,dna,rna,,,,,,,
2096,LABELED:false,PROMPT:How are proteins synthesized in a cell?,-=====,-=====,,,,,,,
2096,state1,,,,,,,,,,
2096,event1,The process is initiated in the cell's nucleus.,,,,,,,,,
2096,state2,,,,,,,,,,
2096,event2,Specific enzymes unwind the needed section of DNA.,,,,,,,,,
2096,state3,,,,,,,,,,
2096,event3,The DNA in this region becomes accessible.,,,,,,,,,
2096,state4,,,,,,,,,,
2096,event4,An RNA copy is made.,,,,,,,,,
2096,state5,,,,,,,,,,
2096,event5,An RNA molecule then moves from the nucleus to the cell cytoplasm.,,,,,,,,,
2096,state6,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2098,SID,PARTICIPANTS,copy,amino acid,mrna,,,,,,
2098,LABELED:false,PROMPT:How are proteins synthesized in a cell?,-=====,-=====,-=====,,,,,,
2098,state1,,,,,,,,,,
2098,event1,A copy is made of one side of the DNA strand (mRNA).,,,,,,,,,
2098,state2,,,,,,,,,,
2098,event2,The mRNA moves to the cytoplasm.,,,,,,,,,
2098,state3,,,,,,,,,,
2098,event3,The mRNA moves to the ribosome.,,,,,,,,,
2098,state4,,,,,,,,,,
2098,event4,Transfer RNA matches up with the open DNA bases.,,,,,,,,,
2098,state5,,,,,,,,,,
2098,event5,TRNA releases the amino acid at the top.,,,,,,,,,
2098,state6,,,,,,,,,,
2098,event6,The amino acid at the top joins the chain of amino acids being produced.,,,,,,,,,
2098,state7,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2100,SID,PARTICIPANTS,pressure,shockwaves,earthquake,tectonic plates,ground,,,,
2100,LABELED:false,PROMPT:How do earthquakes occur?,-=====,-=====,-=====,-=====,-=====,,,,
2100,state1,,,,,,,,,,
2100,event1,Two tectonic plates push against each other.,,,,,,,,,
2100,state2,,,,,,,,,,
2100,event2,They continue to push each other over time without moving.,,,,,,,,,
2100,state3,,,,,,,,,,
2100,event3,Pressure builds in the rocks surrounding the meeting place of the plates.,,,,,,,,,
2100,state4,,,,,,,,,,
2100,event4,The two plates eventually move.,,,,,,,,,
2100,state5,,,,,,,,,,
2100,event5,The built up pressure is released.,,,,,,,,,
2100,state6,,,,,,,,,,
2100,event6,The pressure spreads shockwaves through the surrounding rocks.,,,,,,,,,
2100,state7,,,,,,,,,,
2100,event7,The shockwaves shake the ground as an earthquake.,,,,,,,,,
2100,state8,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2101,SID,PARTICIPANTS,rocks,energy,earth,,,,,,
2101,LABELED:false,PROMPT:How do earthquakes occur?,-=====,-=====,-=====,,,,,,
2101,state1,,,,,,,,,,
2101,event1,Fault lines are natural separations of the rock that makes up the Earth.,,,,,,,,,
2101,state2,,,,,,,,,,
2101,event2,These rocks can slip over many hundreds of years.,,,,,,,,,
2101,state3,,,,,,,,,,
2101,event3,A sudden slippage of these rocks along the fault line creates massive energy.,,,,,,,,,
2101,state4,,,,,,,,,,
2101,event4,The rocks stick and move into a new position.,,,,,,,,,
2101,state5,,,,,,,,,,
2101,event5,"When the rocks break, you can feel the earth move.",,,,,,,,,
2101,state6,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2102,SID,PARTICIPANTS,rock,energy,seismic waves,tectonic plates,ground,,,,
2102,LABELED:false,PROMPT:How do earthquakes occur?,-=====,-=====,-=====,-=====,-=====,,,,
2102,state1,,,,,,,,,,
2102,event1,Two tectonic plates are next to each other.,,,,,,,,,
2102,state2,,,,,,,,,,
2102,event2,The tectonic plates rub against each other.,,,,,,,,,
2102,state3,,,,,,,,,,
2102,event3,Rocks on one plate get stuck on rocks on the other plate.,,,,,,,,,
2102,state4,,,,,,,,,,
2102,event4,A rock breaks underground.,,,,,,,,,
2102,state5,,,,,,,,,,
2102,event5,The breaking rock releases energy.,,,,,,,,,
2102,state6,,,,,,,,,,
2102,event6,The energy causes seismic waves.,,,,,,,,,
2102,state7,,,,,,,,,,
2102,event7,The seismic waves shake the ground.,,,,,,,,,
2102,state8,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2103,SID,PARTICIPANTS,rock,underground rock,energy,seismic waves,earthquakes,ground,,,
2103,LABELED:false,PROMPT:How do earthquakes occur?,-=====,-=====,-=====,-=====,-=====,-=====,,,
2103,state1,,,,,,,,,,
2103,event1,Underground rock breaks.,,,,,,,,,
2103,state2,,,,,,,,,,
2103,event2,The break is along a fault.,,,,,,,,,
2103,state3,,,,,,,,,,
2103,event3,Energy is released.,,,,,,,,,
2103,state4,,,,,,,,,,
2103,event4,Seismic waves make the ground shake.,,,,,,,,,
2103,state5,,,,,,,,,,
2103,event5,Two rock blocks rub against each other.,,,,,,,,,
2103,state6,,,,,,,,,,
2103,event6,Rocks break and earthquakes occur.,,,,,,,,,
2103,state7,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2104,SID,PARTICIPANTS,pressure,earthquake,blocks,,,,,,
2104,LABELED:false,PROMPT:How do earthquakes occur?,-=====,-=====,-=====,,,,,,
2104,state1,,,,,,,,,,
2104,event1,Pressure builds up where two earth plates meet.,,,,,,,,,
2104,state2,,,,,,,,,,
2104,event2,The boundary between the plates is known as a fault.,,,,,,,,,
2104,state3,,,,,,,,,,
2104,event3,The pressure builds up until it has to be releases.,,,,,,,,,
2104,state4,,,,,,,,,,
2104,event4,The pressure is released as the blocks slide over and under one another.,,,,,,,,,
2104,state5,,,,,,,,,,
2104,event5,The movement is felt as an earthquake.,,,,,,,,,
2104,state6,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2105,SID,PARTICIPANTS,rock,particles,soil,layer,,,,,
2105,LABELED:false,PROMPT:What happens during the rock cycle,-=====,-=====,-=====,-=====,,,,,
2105,state1,,,,,,,,,,
2105,event1,Erosion breaks rock down.,,,,,,,,,
2105,state2,,,,,,,,,,
2105,event2,Particles break off.,,,,,,,,,
2105,state3,,,,,,,,,,
2105,event3,Particles are Carried by the wind.,,,,,,,,,
2105,state4,,,,,,,,,,
2105,event4,Particles mix with soil.,,,,,,,,,
2105,state5,,,,,,,,,,
2105,event5,Particles deposit into a layer.,,,,,,,,,
2105,state6,,,,,,,,,,
2105,event6,Pressure compacts the layers.,,,,,,,,,
2105,state7,,,,,,,,,,
2105,event7,The rock hardens.,,,,,,,,,
2105,state8,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2106,SID,PARTICIPANTS,rocks,magma,igneous rock,fragments,metamorphic rock,,,,
2106,LABELED:false,PROMPT:What happens during the rock cycle,-=====,-=====,-=====,-=====,-=====,,,,
2106,state1,,,,,,,,,,
2106,event1,Rocks are pushed deep under the earth's surface.,,,,,,,,,
2106,state2,,,,,,,,,,
2106,event2,Rocks melt into magma.,,,,,,,,,
2106,state3,,,,,,,,,,
2106,event3,Magam cools and solidifies into an igneous rock.,,,,,,,,,
2106,state4,,,,,,,,,,
2106,event4,Rocks are exposed to high temperatures and pressure.,,,,,,,,,
2106,state5,,,,,,,,,,
2106,event5,Rocks are physically and chemically transformed into a metamorphic rock.,,,,,,,,,
2106,state6,,,,,,,,,,
2106,event6,Rocks are exposed to the atmosphere.,,,,,,,,,
2106,state7,,,,,,,,,,
2106,event7,Rocks are subject to weathering and erosion.,,,,,,,,,
2106,state8,,,,,,,,,,
2106,event8,Fragmented rock material accumulates and is buried by more material.,,,,,,,,,
2106,state9,,,,,,,,,,
2106,event9,Fragments fuse together to form a sedimentary rock.,,,,,,,,,
2106,state10,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2107,SID,PARTICIPANTS,sediment,sedimentary rock,metamorphic rock,magma,,,,,
2107,LABELED:false,PROMPT:What happens during the rock cycle,-=====,-=====,-=====,-=====,,,,,
2107,state1,,,,,,,,,,
2107,event1,Sediment is compacted turning it into sedimentary rock.,,,,,,,,,
2107,state2,,,,,,,,,,
2107,event2,Heat and pressure turns it into metamorphic rock.,,,,,,,,,
2107,state3,,,,,,,,,,
2107,event3,Melting turns it into magma and lava.,,,,,,,,,
2107,state4,,,,,,,,,,
2107,event4,Which then cools to turn into igenous rock.,,,,,,,,,
2107,state5,,,,,,,,,,
2107,event5,It erodes and becomes sediment again to begin the process over again.,,,,,,,,,
2107,state6,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2108,SID,PARTICIPANTS,magma,rock,particles,,,,,,
2108,LABELED:false,PROMPT:What happens during the rock cycle,-=====,-=====,-=====,,,,,,
2108,state1,,,,,,,,,,
2108,event1,Rock is formed from heating and cooling of magma.,,,,,,,,,
2108,state2,,,,,,,,,,
2108,event2,The rock becomes weathered by wind and rain.,,,,,,,,,
2108,state3,,,,,,,,,,
2108,event3,The rock is broken down even further.,,,,,,,,,
2108,state4,,,,,,,,,,
2108,event4,The rock becomes particles which go into the soil.,,,,,,,,,
2108,state5,,,,,,,,,,
2108,event5,The particles seep into the earth and are reheated again.,,,,,,,,,
2108,state6,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2109,SID,PARTICIPANTS,rocks,sedament,sedimentary rocks,metamorphic rocks,magma,,,,
2109,LABELED:false,PROMPT:What happens during the rock cycle,-=====,-=====,-=====,-=====,-=====,,,,
2109,state1,,,,,,,,,,
2109,event1,You have igneous rocks.,,,,,,,,,
2109,state2,,,,,,,,,,
2109,event2,Rocks break down with weather and erosion.,,,,,,,,,
2109,state3,,,,,,,,,,
2109,event3,The sedament get compactied and cementation.,,,,,,,,,
2109,state4,,,,,,,,,,
2109,event4,Turns into sedimentary rocks.,,,,,,,,,
2109,state5,,,,,,,,,,
2109,event5,Under pressure turns into metamorphic rocks.,,,,,,,,,
2109,state6,,,,,,,,,,
2109,event6,Turns into magma.,,,,,,,,,
2109,state7,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2110,SID,PARTICIPANTS,magma,rocks,lava,metamorphic rock,sediment,sedimentary rock,metaphoric rock,,
2110,LABELED:false,PROMPT:What happens during the rock cycle,-=====,-=====,-=====,-=====,-=====,-=====,-=====,,
2110,state1,,,,,,,,,,
2110,event1,Metamorphic rock forms deep within the earth due to high pressure and heat.,,,,,,,,,
2110,state2,,,,,,,,,,
2110,event2,These rocks can break off and form sediment that reforms.,,,,,,,,,
2110,state3,,,,,,,,,,
2110,event3,These rocks can be formed together into sedimentary rock.,,,,,,,,,
2110,state4,,,,,,,,,,
2110,event4,Magma that makes its way to the surface hardens relatively quickly.,,,,,,,,,
2110,state5,,,,,,,,,,
2110,event5,Reformed lava is called igneous rock.,,,,,,,,,
2110,state6,,,,,,,,,,
2110,event6,The cycle repeats itself over time.,,,,,,,,,
2110,state7,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2111,SID,PARTICIPANTS,mountains,magma,,,,,,,
2111,LABELED:false,PROMPT:How are mountains formed?,-=====,-=====,,,,,,,
2111,state1,,,,,,,,,,
2111,event1,Intrusion of magma rises from deep under the earth's surface into cracks in the geological strata.,,,,,,,,,
2111,state2,,,,,,,,,,
2111,event2,Cooling and solidification of magma.,,,,,,,,,
2111,state3,,,,,,,,,,
2111,event3,Marine erosion of the surrounding strata.,,,,,,,,,
2111,state4,,,,,,,,,,
2111,event4,Formation of oddle shaped rocks due eroison.,,,,,,,,,
2111,state5,,,,,,,,,,
2111,event5,Mountains are formed.,,,,,,,,,
2111,state6,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2113,SID,PARTICIPANTS,magma,volcanic mountain,dome mountain,mountain range,tectonic plate,rocks,material,,
2113,LABELED:false,PROMPT:How are mountains formed?,-=====,-=====,-=====,-=====,-=====,-=====,-=====,,
2113,state1,,,,,,,,,,
2113,event1,Magma reaches the surface.,,,,,,,,,
2113,state2,,,,,,,,,,
2113,event2,Magma builds a volcanic mountain.,,,,,,,,,
2113,state3,,,,,,,,,,
2113,event3,Magma solidifies below the surface.,,,,,,,,,
2113,state4,,,,,,,,,,
2113,event4,Material is pushed up forming a dome mountain.,,,,,,,,,
2113,state5,,,,,,,,,,
2113,event5,A tectonic plate goes under another tectonic plate.,,,,,,,,,
2113,state6,,,,,,,,,,
2113,event6,The crust thickens.,,,,,,,,,
2113,state7,,,,,,,,,,
2113,event7,A mountain range forms.,,,,,,,,,
2113,state8,,,,,,,,,,
2113,event8,Rocks rise on one side of a fault.,,,,,,,,,
2113,state9,,,,,,,,,,
2113,event9,A block mountain forms.,,,,,,,,,
2113,state10,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2115,SID,PARTICIPANTS,folds and faults,new minerals,crust,,,,,,
2115,LABELED:false,PROMPT:How are mountains formed?,-=====,-=====,-=====,,,,,,
2115,state1,,,,,,,,,,
2115,event1,Pieces of crust pile on each other.,,,,,,,,,
2115,state2,,,,,,,,,,
2115,event2,Folds and faults form.,,,,,,,,,
2115,state3,,,,,,,,,,
2115,event3,Heat and pressure increases.,,,,,,,,,
2115,state4,,,,,,,,,,
2115,event4,Rocks form new minerals.,,,,,,,,,
2115,state5,,,,,,,,,,
2115,event5,Erosion exposes rocks.,,,,,,,,,
2115,state6,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2116,SID,PARTICIPANTS,plates,mountains,,,,,,,
2116,LABELED:false,PROMPT:How are mountains formed?,-=====,-=====,,,,,,,
2116,state1,,,,,,,,,,
2116,event1,Plates in the earth can move slowly.,,,,,,,,,
2116,state2,,,,,,,,,,
2116,event2,As plates come together.,,,,,,,,,
2116,state3,,,,,,,,,,
2116,event3,Plates can push each other up or down.,,,,,,,,,
2116,state4,,,,,,,,,,
2116,event4,The plates that push each other up can form mountains.,,,,,,,,,
2116,state5,,,,,,,,,,
2116,event5,Mountains can also be volcanoes.,,,,,,,,,
2116,state6,,,,,,,,,,
2116,event6,Mountains can be formed from earthquakes.,,,,,,,,,
2116,state7,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2117,SID,PARTICIPANTS,tail,frog,egg,tadpole,lungs,,,,
2117,LABELED:false,PROMPT:Describe the life cycle of a frog,-=====,-=====,-=====,-=====,-=====,,,,
2117,state1,,,,,,,,,,
2117,event1,A frog egg hatches in water.,,,,,,,,,
2117,state2,,,,,,,,,,
2117,event2,A tadpole comes out of the egg.,,,,,,,,,
2117,state3,,,,,,,,,,
2117,event3,The tadpole lives in water.,,,,,,,,,
2117,state4,,,,,,,,,,
2117,event4,"The tadpole grows lungs and loses it's tail, becoming a frog.",,,,,,,,,
2117,state5,,,,,,,,,,
2117,event5,A frog lives outside of water.,,,,,,,,,
2117,state6,,,,,,,,,,
2117,event6,The frog mates.,,,,,,,,,
2117,state7,,,,,,,,,,
2117,event7,The frog lays eggs or fertilizes eggs.,,,,,,,,,
2117,state8,,,,,,,,,,
2117,event8,The frog dies.,,,,,,,,,
2117,state9,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2118,SID,PARTICIPANTS,eggs,tail,tadpoles,lungs,,,,,
2118,LABELED:false,PROMPT:Describe the life cycle of a frog,-=====,-=====,-=====,-=====,,,,,
2118,state1,,,,,,,,,,
2118,event1,A female frog lays eggs.,,,,,,,,,
2118,state2,,,,,,,,,,
2118,event2,The eggs are fertilized.,,,,,,,,,
2118,state3,,,,,,,,,,
2118,event3,The eggs hatch into tadpoles.,,,,,,,,,
2118,state4,,,,,,,,,,
2118,event4,"The tadpoles develop lungs,.",,,,,,,,,
2118,state5,,,,,,,,,,
2118,event5,Grows two hind legs.,,,,,,,,,
2118,state6,,,,,,,,,,
2118,event6,The tadpole grows two front legs.,,,,,,,,,
2118,state7,,,,,,,,,,
2118,event7,The frogs tail will eventually dissapear.,,,,,,,,,
2118,state8,,,,,,,,,,
2118,event8,In 2 to 4 years the frog will be an adult.,,,,,,,,,
2118,state9,,,,,,,,,,
2118,event9,Lay its own eggs.,,,,,,,,,
2118,state10,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2119,SID,PARTICIPANTS,tadpole,small frog,frog,,,,,,
2119,LABELED:false,PROMPT:Describe the life cycle of a frog,-=====,-=====,-=====,,,,,,
2119,state1,,,,,,,,,,
2119,event1,A frog is born via sexual reproduction.,,,,,,,,,
2119,state2,,,,,,,,,,
2119,event2,The frog is born as a tadpole from a fertilized zygote.,,,,,,,,,
2119,state3,,,,,,,,,,
2119,event3,The tadpole eventually metamorphoses into a small frog.,,,,,,,,,
2119,state4,,,,,,,,,,
2119,event4,The small frog grows to its adult size.,,,,,,,,,
2119,state5,,,,,,,,,,
2119,event5,The frog tries to reproduce and survive.,,,,,,,,,
2119,state6,,,,,,,,,,
2119,event6,The frog will eventually die of old age.,,,,,,,,,
2119,state7,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2120,SID,PARTICIPANTS,eggs,plants,algae,tail,tadpole,tadpoles,legs,lungs,
2120,LABELED:false,PROMPT:Describe the life cycle of a frog,-=====,-=====,-=====,-=====,-=====,-=====,-=====,-=====,
2120,state1,,,,,,,,,,
2120,event1,A female frog lays her eggs in water.,,,,,,,,,
2120,state2,,,,,,,,,,
2120,event2,The eggs float on top of the water in a mass like jelly.,,,,,,,,,
2120,state3,,,,,,,,,,
2120,event3,Tadpoles hatch.,,,,,,,,,
2120,state4,,,,,,,,,,
2120,event4,"The tadpole has gills and it stays in the water, swimming and eating plants and algae.",,,,,,,,,
2120,state5,,,,,,,,,,
2120,event5,The tadpole starts to grow legs.,,,,,,,,,
2120,state6,,,,,,,,,,
2120,event6,The tadpole starts to develop lungs.,,,,,,,,,
2120,state7,,,,,,,,,,
2120,event7,The tadpole loses its tail.,,,,,,,,,
2120,state8,,,,,,,,,,
2120,event8,The tadpole is now a frog and it breathes air and leaves the water.,,,,,,,,,
2120,state9,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2121,SID,PARTICIPANTS,fertilized egg,tadpole,immature frog,adult frog,,,,,
2121,LABELED:false,PROMPT:Describe the life cycle of a frog,-=====,-=====,-=====,-=====,,,,,
2121,state1,,,,,,,,,,
2121,event1,The life cycle of a frog begins with a fertilized egg.,,,,,,,,,
2121,state2,,,,,,,,,,
2121,event2,The fertilized egg develops into a tadpole.,,,,,,,,,
2121,state3,,,,,,,,,,
2121,event3,The tadpole develops into an immature frog.,,,,,,,,,
2121,state4,,,,,,,,,,
2121,event4,As the immature frog develops it is transformed via the process of metamorphosis into an adult frog.,,,,,,,,,
2121,state5,,,,,,,,,,
2121,event5,The tail is absorbed and the external gills are replaced by lungs.,,,,,,,,,
2121,state6,,,,,,,,,,
2121,event6,The adult frog lives on land and in the water and breathes air.,,,,,,,,,
2121,state7,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2122,SID,PARTICIPANTS,egg,frog,tadpole,,,,,,
2122,LABELED:false,PROMPT:Describe the life cycle of a frog,-=====,-=====,-=====,,,,,,
2122,state1,,,,,,,,,,
2122,event1,A frog hatches from an egg.,,,,,,,,,
2122,state2,,,,,,,,,,
2122,event2,The frog begins life as a tadpole.,,,,,,,,,
2122,state3,,,,,,,,,,
2122,event3,The frog survives to adulthood.,,,,,,,,,
2122,state4,,,,,,,,,,
2122,event4,The frog mates with another frog.,,,,,,,,,
2122,state5,,,,,,,,,,
2122,event5,The frog produces eggs.,,,,,,,,,
2122,state6,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2124,SID,PARTICIPANTS,fish,animals,pollutants,,,,,,
2124,LABELED:false,PROMPT:Describe the process of pollution causing bad effects on the enviroinment.,-=====,-=====,-=====,,,,,,
2124,state1,,,,,,,,,,
2124,event1,Pollutants are picked up by water.,,,,,,,,,
2124,state2,,,,,,,,,,
2124,event2,Carried into rivers and streams.,,,,,,,,,
2124,state3,,,,,,,,,,
2124,event3,Pollutants reach lakes and oceans.,,,,,,,,,
2124,state4,,,,,,,,,,
2124,event4,Pollutants hurt fish and other plant life by making them sick.,,,,,,,,,
2124,state5,,,,,,,,,,
2124,event5,When the animals and plants get sick.,,,,,,,,,
2124,state6,,,,,,,,,,
2124,event6,Some of them die.,,,,,,,,,
2124,state7,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2125,SID,PARTICIPANTS,fossil fuels,energy,electricity,toxins,smoke,,,,
2125,LABELED:false,PROMPT:Describe the process of pollution causing bad effects on the enviroinment.,-=====,-=====,-=====,-=====,-=====,,,,
2125,state1,,,,,,,,,,
2125,event1,Fossil fuels are burned.,,,,,,,,,
2125,state2,,,,,,,,,,
2125,event2,Energy is used for electricity.,,,,,,,,,
2125,state3,,,,,,,,,,
2125,event3,Smoke poisons the air.,,,,,,,,,
2125,state4,,,,,,,,,,
2125,event4,Cars emit toxins into the air.,,,,,,,,,
2125,state5,,,,,,,,,,
2125,event5,Pollutants in the air cause pollution.,,,,,,,,,
2125,state6,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2126,SID,PARTICIPANTS,life forms,pollution,global warming,,,,,,
2126,LABELED:false,PROMPT:Describe the process of pollution causing bad effects on the enviroinment.,-=====,-=====,-=====,,,,,,
2126,state1,,,,,,,,,,
2126,event1,Human activities cause pollution.,,,,,,,,,
2126,state2,,,,,,,,,,
2126,event2,Pollution enters the air.,,,,,,,,,
2126,state3,,,,,,,,,,
2126,event3,Pollution enters streams and bodies of water.,,,,,,,,,
2126,state4,,,,,,,,,,
2126,event4,Pollution enters the soil.,,,,,,,,,
2126,state5,,,,,,,,,,
2126,event5,Pollution causes life forms to die.,,,,,,,,,
2126,state6,,,,,,,,,,
2126,event6,Pollution causes global warming.,,,,,,,,,
2126,state7,,,,,,,,,,
2126,event7,Pollutions disturbs the functioning of nature.,,,,,,,,,
2126,state8,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2127,SID,PARTICIPANTS,ice caps,waste,c02,methane,,,,,
2127,LABELED:false,PROMPT:Describe the process of pollution causing bad effects on the enviroinment.,-=====,-=====,-=====,-=====,,,,,
2127,state1,,,,,,,,,,
2127,event1,Humans create waste in many industries.,,,,,,,,,
2127,state2,,,,,,,,,,
2127,event2,"Agriculture, manufacturing, and shipment release C02, methane, and trash into the environment.",,,,,,,,,
2127,state3,,,,,,,,,,
2127,event3,This waste is not always cleaned up properly.,,,,,,,,,
2127,state4,,,,,,,,,,
2127,event4,Greenhouse gases can heat up the atmosphere.,,,,,,,,,
2127,state5,,,,,,,,,,
2127,event5,Lead to the melting of ice caps and raising sea levels.,,,,,,,,,
2127,state6,,,,,,,,,,
2127,event6,The waste products like trash and plastic can lead to large trash patches in the ocean.,,,,,,,,,
2127,state7,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2129,SID,PARTICIPANTS,wells,crude oil,oil,,,,,,
2129,LABELED:false,PROMPT:How does oil get from the ground to a gas station?,-=====,-=====,-=====,,,,,,
2129,state1,,,,,,,,,,
2129,event1,Locate reservoirs.,,,,,,,,,
2129,state2,,,,,,,,,,
2129,event2,Test the rock.,,,,,,,,,
2129,state3,,,,,,,,,,
2129,event3,The site is evaluated.,,,,,,,,,
2129,state4,,,,,,,,,,
2129,event4,Wells are produced.,,,,,,,,,
2129,state5,,,,,,,,,,
2129,event5,Pipelines extract oil.,,,,,,,,,
2129,state6,,,,,,,,,,
2129,event6,Crude oil is produced.,,,,,,,,,
2129,state7,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2130,SID,PARTICIPANTS,oil,gas,,,,,,,
2130,LABELED:false,PROMPT:How does oil get from the ground to a gas station?,-=====,-=====,,,,,,,
2130,state1,,,,,,,,,,
2130,event1,Oil is pumped from the ground.,,,,,,,,,
2130,state2,,,,,,,,,,
2130,event2,Oil is transported to a refinery.,,,,,,,,,
2130,state3,,,,,,,,,,
2130,event3,The refinery process the oil.,,,,,,,,,
2130,state4,,,,,,,,,,
2130,event4,Gas is byproduct of the oil.,,,,,,,,,
2130,state5,,,,,,,,,,
2130,event5,Gas is put into trucks.,,,,,,,,,
2130,state6,,,,,,,,,,
2130,event6,Gas is shipped by the trucks.,,,,,,,,,
2130,state7,,,,,,,,,,
2130,event7,Gas is delivered to gas stations.,,,,,,,,,
2130,state8,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2131,SID,PARTICIPANTS,crude oil,oil,gasoline,,,,,,
2131,LABELED:false,PROMPT:How does oil get from the ground to a gas station?,-=====,-=====,-=====,,,,,,
2131,state1,,,,,,,,,,
2131,event1,Oil is discovered beneath the earth.,,,,,,,,,
2131,state2,,,,,,,,,,
2131,event2,The area is serviced by an oil rig.,,,,,,,,,
2131,state3,,,,,,,,,,
2131,event3,The oil rig pumps oil from the earth as crude oil.,,,,,,,,,
2131,state4,,,,,,,,,,
2131,event4,The crude oil is sent to a processing station.,,,,,,,,,
